20090103T,2.4755,2.4755,2.4755,2.4755,0
20090104T,2.4755,2.4755,2.4755,2.4755,0
20090105T,2.4755,2.4755,2.4755,2.4755,0
20090106T,2.4755,2.4755,2.4755,2.4755,0
20090107T,2.4755,2.4755,2.4755,2.4755,0
20090108T,2.4755,2.4755,2.4755,2.4755,0
20090109T,37.1325,37.1325,37.1325,37.1325,0
20090110T,188.138,188.138,188.138,188.138,0
20090111T,418.3595,418.3595,418.3595,418.3595,0
20090112T,651.0565,651.0565,651.0565,651.0565,0
20090113T,955.543,955.543,955.543,955.543,0
20090114T,1274.8825,1274.8825,1274.8825,1274.8825,0
20090115T,1586.7955,1586.7955,1586.7955,1586.7955,0
20090116T,1854.1495,1854.1495,1854.1495,1854.1495,0
20090117T,2123.979,2123.979,2123.979,2123.979,0
20090118T,2388.8575,2388.8575,2388.8575,2388.8575,0
20090119T,2673.54,2673.54,2673.54,2673.54,0
20090120T,2955.747,2955.747,2955.747,2955.747,0
20090121T,3208.248,3208.248,3208.248,3208.248,0
20090122T,3433.5185,3433.5185,3433.5185,3433.5185,0
20090123T,3641.4605,3641.4605,3641.4605,3641.4605,0
20090124T,4139.036,4139.036,4139.036,4139.036,0
20090125T,4611.8564999999,4611.8564999999,4611.8564999999,4611.8564999999,0
20090126T,4849.5044999999,4849.5044999999,4849.5044999999,4849.5044999999,0
20090127T,5089.6279999998,5089.6279999998,5089.6279999998,5089.6279999998,0
20090128T,5366.8839999998,5366.8839999998,5366.8839999998,5366.8839999998,0
20090129T,5666.4194999997,5666.4194999997,5666.4194999997,5666.4194999997,0
20090130T,5956.0529999997,5956.0529999997,5956.0529999997,5956.0529999997,0
20090131T,6297.6719999996,6297.6719999996,6297.6719999996,6297.6719999996,0
20090201T,6577.4034999996,6577.4034999996,6577.4034999996,6577.4034999996,0
20090202T,6894.2674999995,6894.2674999995,6894.2674999995,6894.2674999995,0
20090203T,7238.3619999994,7238.3619999994,7238.3619999994,7238.3619999994,0
20090204T,7532.9464999994,7532.9464999994,7532.9464999994,7532.9464999994,0
20090205T,7844.8594999994,7844.8594999994,7844.8594999994,7844.8594999994,0
20090206T,8146.8704999993,8146.8704999993,8146.8704999993,8146.8704999993,0
20090207T,8466.2099999993,8466.2099999993,8466.2099999993,8466.2099999993,0
20090208T,8792.9759999994,8792.9759999994,8792.9759999994,8792.9759999994,0
20090209T,9124.6929999995,9124.6929999995,9124.6929999995,9124.6929999995,0
20090210T,9421.7529999995,9421.7529999995,9421.7529999995,9421.7529999995,0
20090211T,9750.9944999996,9750.9944999996,9750.9944999996,9750.9944999996,0
20090212T,10045.579,10045.579,10045.579,10045.579,0
20090213T,10352.541,10352.541,10352.541,10352.541,0
20090214T,10689.209,10689.209,10689.209,10689.209,0
20090215T,11006.073,11006.073,11006.073,11006.073,0
20090216T,11308.084,11308.084,11308.084,11308.084,0
20090217T,11597.7175,11597.7175,11597.7175,11597.7175,0
20090218T,11889.8265,11889.8265,11889.8265,11889.8265,0
20090219T,12196.7885,12196.7885,12196.7885,12196.7885,0
20090220T,12498.7995,12498.7995,12498.7995,12498.7995,0
20090221T,12781.0065,12781.0065,12781.0065,12781.0065,0
20090222T,13080.542,13080.542,13080.542,13080.542,0
20090223T,13347.896,13347.896,13347.896,13347.896,0
20090224T,13610.299,13610.299,13610.299,13610.299,0
20090225T,13870.2265,13870.2265,13870.2265,13870.2265,0
20090226T,14135.105,14135.105,14135.105,14135.105,0
20090227T,14419.787500001,14419.787500001,14419.787500001,14419.787500001,0
20090228T,14664.862,14664.862,14664.862,14664.862,0
20090301T,14924.789500001,14924.789500001,14924.789500001,14924.789500001,0
20090302T,15192.143500001,15192.143500001,15192.143500001,15192.143500001,0
20090303T,15452.071000001,15452.071000001,15452.071000001,15452.071000001,0
20090304T,15709.523000001,15709.523000001,15709.523000001,15709.523000001,0
20090305T,15986.779000001,15986.779000001,15986.779000001,15986.779000001,0
20090306T,16276.412500001,16276.412500001,16276.412500001,16276.412500001,0
20090307T,16546.242000001,16546.242000001,16546.242000001,16546.242000001,0
20090308T,16830.924500001,16830.924500001,16830.924500001,16830.924500001,0
20090309T,17098.278500001,17098.278500001,17098.278500001,17098.278500001,0
