20090103T,266844.02107077,266844.02107077,266844.02107077,266844.02107077,0
20090104T,241450.45975551,241450.45975551,241450.45975551,241450.45975551,0
20090105T,218473.41530027,218473.41530027,218473.41530027,218473.41530027,0
20090106T,197682.92572129,197682.92572129,197682.92572129,197682.92572129,0
20090107T,178870.91281095,178870.91281095,178870.91281095,178870.91281095,0
20090108T,161849.09962109,161849.09962109,161849.09962109,161849.09962109,0
20090109T,252978.78475511,252978.78475511,252978.78475511,252978.78475511,0
20090110T,262972.36467052,262972.36467052,262972.36467052,262972.36467052,0
20090111T,264089.89812438,264089.89812438,264089.89812438,264089.89812438,0
20090112T,175391.51632787,175391.51632787,175391.51632787,175391.51632787,0
20090113T,240418.82610389,240418.82610389,240418.82610389,240418.82610389,0
20090114T,209122.05331284,209122.05331284,209122.05331284,209122.05331284,0
20090115T,149266.7448443,149266.7448443,149266.7448443,149266.7448443,0
20090116T,177335.16066002,177335.16066002,177335.16066002,177335.16066002,0
20090117T,197690.14268789,197690.14268789,197690.14268789,197690.14268789,0
20090118T,168935.37536839,168935.37536839,168935.37536839,168935.37536839,0
20090119T,127999.76557952,127999.76557952,127999.76557952,127999.76557952,0
20090120T,142316.63125645,142316.63125645,142316.63125645,142316.63125645,0
20090121T,145893.51154009,145893.51154009,145893.51154009,145893.51154009,0
20090122T,127044.66820482,127044.66820482,127044.66820482,127044.66820482,0
20090123T,118994.08478712,118994.08478712,118994.08478712,118994.08478712,0
20090124T,118495.70598617,118495.70598617,118495.70598617,118495.70598617,0
20090125T,131727.51402702,131727.51402702,131727.51402702,131727.51402702,0
20090126T,104594.92623695,104594.92623695,104594.92623695,104594.92623695,0
20090127T,116090.53301277,116090.53301277,116090.53301277,116090.53301277,0
20090128T,109297.12872988,109297.12872988,109297.12872988,109297.12872988,0
20090129T,97214.986361065,97214.986361065,97214.986361065,97214.986361065,0
20090130T,99118.786765768,99118.786765768,99118.786765768,99118.786765768,0
20090131T,83328.415333754,83328.415333754,83328.415333754,83328.415333754,0
20090201T,89107.535213779,89107.535213779,89107.535213779,89107.535213779,0
20090202T,89145.252643682,89145.252643682,89145.252643682,89145.252643682,0
20090203T,73857.27080668,73857.27080668,73857.27080668,73857.27080668,0
20090204T,81211.067917711,81211.067917711,81211.067917711,81211.067917711,0
20090205T,74295.138632532,74295.138632532,74295.138632532,74295.138632532,0
20090206T,73342.072315782,73342.072315782,73342.072315782,73342.072315782,0
20090207T,57744.455323654,57744.455323654,57744.455323654,57744.455323654,0
20090208T,54797.857642955,54797.857642955,54797.857642955,54797.857642955,0
20090209T,46897.233000361,46897.233000361,46897.233000361,46897.233000361,0
20090210T,56238.26017528,56238.26017528,56238.26017528,56238.26017528,0
20090211T,52441.465800758,52441.465800758,52441.465800758,52441.465800758,0
20090212T,50731.615503755,50731.615503755,50731.615503755,50731.615503755,0
20090213T,50067.47254929,50067.47254929,50067.47254929,50067.47254929,0
20090214T,45710.805222751,45710.805222751,45710.805222751,45710.805222751,0
20090215T,41410.331603862,41410.331603862,41410.331603862,41410.331603862,0
20090216T,35779.766622446,35779.766622446,35779.766622446,35779.766622446,0
20090217T,40605.952183727,40605.952183727,40605.952183727,40605.952183727,0
20090218T,36909.29864178,36909.29864178,36909.29864178,36909.29864178,0
20090219T,34049.522287797,34049.522287797,34049.522287797,34049.522287797,0
20090220T,33211.699478953,33211.699478953,33211.699478953,33211.699478953,0
20090221T,32587.120383454,32587.120383454,32587.120383454,32587.120383454,0
20090222T,27328.899746253,27328.899746253,27328.899746253,27328.899746253,0
20090223T,29127.399735996,29127.399735996,29127.399735996,29127.399735996,0
20090224T,26474.716694535,26474.716694535,26474.716694535,26474.716694535,0
20090225T,25982.308730076,25982.308730076,25982.308730076,25982.308730076,0
20090226T,23590.725944478,23590.725944478,23590.725944478,23590.725944478,0
20090227T,20357.181097076,20357.181097076,20357.181097076,20357.181097076,0
20090228T,20610.755942659,20610.755942659,20610.755942659,20610.755942659,0
20090301T,20682.374045319,20682.374045319,20682.374045319,20682.374045319,0
20090302T,18788.624890302,18788.624890302,18788.624890302,18788.624890302,0
20090303T,17871.822213598,17871.822213598,17871.822213598,17871.822213598,0
20090304T,15404.983623866,15404.983623866,15404.983623866,15404.983623866,0
20090305T,15960.874923381,15960.874923381,15960.874923381,15960.874923381,0
20090306T,14898.551030526,14898.551030526,14898.551030526,14898.551030526,0
20090307T,14581.803223926,14581.803223926,14581.803223926,14581.803223926,0
20090308T,12047.294897126,12047.294897126,12047.294897126,12047.294897126,0
20090309T,12920.641413449,12920.641413449,12920.641413449,12920.641413449,0
20090310T,11781.297412269,11781.297412269,11781.297412269,11781.297412269,0
20090311T,11475.471902569,11475.471902569,11475.471902569,11475.471902569,0
20090312T,10396.609451795,10396.609451795,10396.609451795,10396.609451795,0
20090313T,9762.7003466762,9762.7003466762,9762.7003466762,9762.7003466762,0
20090314T,9316.9828003947,9316.9828003947,9316.9828003947,9316.9828003947,0
20090315T,9090.8525976236,9090.8525976236,9090.8525976236,9090.8525976236,0
20090316T,7324.5687451477,7324.5687451477,7324.5687451477,7324.5687451477,0
20090317T,8146.040058763,8146.040058763,8146.040058763,8146.040058763,0
20090318T,7154.28543871,7154.28543871,7154.28543871,7154.28543871,0
20090319T,7206.4020526934,7206.4020526934,7206.4020526934,7206.4020526934,0
20090320T,6385.204388146,6385.204388146,6385.204388146,6385.204388146,0
20090321T,5994.4713322805,5994.4713322805,5994.4713322805,5994.4713322805,0
20090322T,5662.1961502421,5662.1961502421,5662.1961502421,5662.1961502421,0
